∞¸√¯º“∏Ì,∞¸√¯Ω√∞£,¿ßµµ,∞Êµµ,¡∂¿ß(cm),ºˆø¬(°…),ø∞∫–(PSU),¿Ø¿«∆ƒ∞Ì(m),¿Ø¿«∆ƒ¡÷±‚(sec),√÷¥Î∆ƒ∞Ì(m),√÷¥Î∆ƒ¡÷±‚(sec),«≥º”(m/s),,«≥«‚(deg),±‚ø¬(°…),±‚æ–(hPa),Ω√¡§(m)
¿Œ√µº€µµ,2022-11-30 0:43,37.338056,126.586111,417,-,-,-,-,-,-,8.4,∫œ∫œº≠,339,-0.4,1027.9,-
¿Œ√µº€µµ,2022-11-30 0:44,37.338056,126.586111,414,-,-,-,-,-,-,8.4,∫œ∫œº≠,339,-0.4,1027.9,-
¿Œ√µº€µµ,2022-11-30 0:45,37.338056,126.586111,413,-,-,-,-,-,-,7.9,∫œ∫œº≠,346,-0.3,1027.9,-
¿Œ√µº€µµ,2022-11-30 0:46,37.338056,126.586111,410,-,-,-,-,-,-,7.9,∫œ∫œº≠,346,-0.3,1028,-
¿Œ√µº€µµ,2022-11-30 0:47,37.338056,126.586111,409,-,-,-,-,-,-,7.9,∫œ∫œº≠,346,-0.3,1028,-
¿Œ√µº€µµ,2022-11-30 0:48,37.338056,126.586111,406,-,-,-,-,-,-,7.9,∫œ∫œº≠,346,-0.3,1027.9,-
¿Œ√µº€µµ,2022-11-30 0:49,37.338056,126.586111,404,-,-,-,-,-,-,7.9,∫œ∫œº≠,346,-0.3,1027.7,-
¿Œ√µº€µµ,2022-11-30 0:50,37.338056,126.586111,403,-,-,-,-,-,-,7.8,∫œ∫œº≠,342,-0.3,1027.8,-
¿Œ√µº€µµ,2022-11-30 0:51,37.338056,126.586111,399,-,-,-,-,-,-,7.9,∫œ∫œº≠,346,-0.4,1027.9,-
¿Œ√µº€µµ,2022-11-30 0:52,37.338056,126.586111,398,-,-,-,-,-,-,9.6,∫œ∫œº≠,338,-0.4,1027.8,-
¿Œ√µº€µµ,2022-11-30 0:53,37.338056,126.586111,395,-,-,-,-,-,-,9.3,∫œ∫œº≠,335,-0.4,1027.9,-
¿Œ√µº€µµ,2022-11-30 0:54,37.338056,126.586111,394,-,-,-,-,-,-,8.8,∫œ∫œº≠,338,-0.6,1027.7,-
¿Œ√µº€µµ,2022-11-30 0:55,37.338056,126.586111,391,-,-,-,-,-,-,7.7,∫œ∫œº≠,341,-0.5,1028,-
¿Œ√µº€µµ,2022-11-30 0:56,37.338056,126.586111,388,-,-,-,-,-,-,7.7,∫œ∫œº≠,346,-0.5,1028,-
¿Œ√µº€µµ,2022-11-30 0:57,37.338056,126.586111,386,-,-,-,-,-,-,7.7,∫œ∫œº≠,343,-0.6,1028,-
¿Œ√µº€µµ,2022-11-30 0:58,37.338056,126.586111,385,-,-,-,-,-,-,8.2,∫œ∫œº≠,343,-0.5,1027.9,-
¿Œ√µº€µµ,2022-11-30 0:59,37.338056,126.586111,382,-,-,-,-,-,-,8.7,∫œ∫œº≠,339,-0.5,1027.9,-
¿Œ√µº€µµ,2022-11-30 1:00,37.338056,126.586111,381,-,-,-,-,-,-,8.3,∫œ∫œº≠,332,-0.6,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:01,37.338056,126.586111,378,-,-,-,-,-,-,9.1,∫œ∫œº≠,337,-0.6,1027.9,-
¿Œ√µº€µµ,2022-11-30 1:02,37.338056,126.586111,375,-,-,-,-,-,-,8.2,∫œ∫œº≠,331,-0.9,1027.9,-
¿Œ√µº€µµ,2022-11-30 1:03,37.338056,126.586111,376,-,-,-,-,-,-,6.8,∫œ∫œº≠,330,-0.9,1028,-
¿Œ√µº€µµ,2022-11-30 1:04,37.338056,126.586111,371,-,-,-,-,-,-,10.7,∫œ∫œº≠,333,-0.7,1028,-
¿Œ√µº€µµ,2022-11-30 1:05,37.338056,126.586111,371,-,-,-,-,-,-,9.4,∫œ∫œº≠,328,-0.9,1027.8,-
¿Œ√µº€µµ,2022-11-30 1:06,37.338056,126.586111,368,-,-,-,-,-,-,9.2,∫œ∫œº≠,331,-1,1028.2,-
¿Œ√µº€µµ,2022-11-30 1:07,37.338056,126.586111,366,-,-,-,-,-,-,9.2,∫œ∫œº≠,331,-1,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:08,37.338056,126.586111,364,-,-,-,-,-,-,9.2,∫œ∫œº≠,331,-1,1028,-
¿Œ√µº€µµ,2022-11-30 1:09,37.338056,126.586111,361,-,-,-,-,-,-,9.2,∫œ∫œº≠,331,-1,1027.8,-
¿Œ√µº€µµ,2022-11-30 1:10,37.338056,126.586111,359,-,-,-,-,-,-,9,∫œ∫œº≠,335,-0.9,1028,-
¿Œ√µº€µµ,2022-11-30 1:11,37.338056,126.586111,359,-,-,-,-,-,-,9.5,∫œ∫œº≠,333,-0.9,1027.9,-
¿Œ√µº€µµ,2022-11-30 1:12,37.338056,126.586111,356,-,-,-,-,-,-,7.7,∫œ∫œº≠,332,-1,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:13,37.338056,126.586111,356,-,-,-,-,-,-,9.7,∫œ∫œº≠,339,-0.8,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:14,37.338056,126.586111,353,-,-,-,-,-,-,9.4,∫œ∫œº≠,342,-0.9,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:15,37.338056,126.586111,352,-,-,-,-,-,-,7.2,∫œ,354,-1.1,1028,-
¿Œ√µº€µµ,2022-11-30 1:16,37.338056,126.586111,349,-,-,-,-,-,-,8.7,∫œ∫œº≠,337,-0.9,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:17,37.338056,126.586111,348,-,-,-,-,-,-,8.4,∫œ∫œº≠,342,-0.9,1028.2,-
¿Œ√µº€µµ,2022-11-30 1:18,37.338056,126.586111,346,-,-,-,-,-,-,7.9,∫œ∫œº≠,348,-0.8,1028.2,-
¿Œ√µº€µµ,2022-11-30 1:19,37.338056,126.586111,345,-,-,-,-,-,-,8.1,∫œ,350,-1,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:20,37.338056,126.586111,342,-,-,-,-,-,-,7.4,∫œ∫œº≠,344,-1.1,1028.2,-
¿Œ√µº€µµ,2022-11-30 1:21,37.338056,126.586111,339,-,-,-,-,-,-,7.4,∫œ∫œº≠,344,-1.1,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:22,37.338056,126.586111,339,-,-,-,-,-,-,7.4,∫œ∫œº≠,344,-1.1,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:23,37.338056,126.586111,337,-,-,-,-,-,-,8,∫œ,349,-1.1,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:24,37.338056,126.586111,335,-,-,-,-,-,-,8.2,∫œ∫œº≠,339,-1.1,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:25,37.338056,126.586111,333,-,-,-,-,-,-,9.1,∫œ∫œº≠,334,-1.1,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:26,37.338056,126.586111,331,-,-,-,-,-,-,9.1,∫œ∫œº≠,334,-1.1,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:27,37.338056,126.586111,331,-,-,-,-,-,-,9.1,∫œ∫œº≠,334,-1.1,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:28,37.338056,126.586111,329,-,-,-,-,-,-,8.3,∫œ∫œº≠,336,-1,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:29,37.338056,126.586111,326,-,-,-,-,-,-,8,∫œ,359,-1,1028.5,-
¿Œ√µº€µµ,2022-11-30 1:30,37.338056,126.586111,324,-,-,-,-,-,-,7.5,∫œ∫œº≠,345,-1.2,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:31,37.338056,126.586111,322,-,-,-,-,-,-,8,∫œ,355,-1.3,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:32,37.338056,126.586111,319,-,-,-,-,-,-,7.6,∫œ,350,-1.2,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:33,37.338056,126.586111,318,-,-,-,-,-,-,9.5,∫œ∫œº≠,334,-1.1,1028.1,-
¿Œ√µº€µµ,2022-11-30 1:34,37.338056,126.586111,315,-,-,-,-,-,-,7.8,∫œ∫œº≠,336,-1.3,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:35,37.338056,126.586111,314,-,-,-,-,-,-,7,∫œ∫œº≠,345,-1.1,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:36,37.338056,126.586111,311,-,-,-,-,-,-,7.4,∫œ,350,-1,1028.2,-
¿Œ√µº€µµ,2022-11-30 1:37,37.338056,126.586111,310,-,-,-,-,-,-,8.2,∫œ,2,-1.1,1028.2,-
¿Œ√µº€µµ,2022-11-30 1:38,37.338056,126.586111,311,-,-,-,-,-,-,8.2,∫œ,2,-1.1,1028.3,-
¿Œ√µº€µµ,2022-11-30 1:39,37.338056,126.586111,307,-,-,-,-,-,-,8.2,∫œ,2,-1.1,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:40,37.338056,126.586111,305,-,-,-,-,-,-,8.3,∫œ∫œº≠,346,-1.2,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:41,37.338056,126.586111,303,-,-,-,-,-,-,7.6,∫œ,350,-0.9,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:42,37.338056,126.586111,301,-,-,-,-,-,-,7.6,∫œ,350,-0.9,1028.5,-
¿Œ√µº€µµ,2022-11-30 1:43,37.338056,126.586111,301,-,-,-,-,-,-,8,∫œ∫œº≠,346,-1.2,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:44,37.338056,126.586111,298,-,-,-,-,-,-,7.9,∫œ∫œº≠,346,-1.2,1028.2,-
¿Œ√µº€µµ,2022-11-30 1:45,37.338056,126.586111,296,-,-,-,-,-,-,8,∫œ,354,-1.3,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:46,37.338056,126.586111,295,-,-,-,-,-,-,6.9,∫œ,349,-1.4,1028.4,-
¿Œ√µº€µµ,2022-11-30 1:47,37.338056,126.586111,294,-,-,-,-,-,-,8.4,∫œ,350,-1.5,1028.7,-
¿Œ√µº€µµ,2022-11-30 1:48,37.338056,126.586111,294,-,-,-,-,-,-,7.7,∫œ∫œº≠,345,-1.6,1028.6,-
¿Œ√µº€µµ,2022-11-30 1:49,37.338056,126.586111,291,-,-,-,-,-,-,8.4,∫œ∫œº≠,345,-1.5,1028.5,-
¿Œ√µº€µµ,2022-11-30 1:50,37.338056,126.586111,290,-,-,-,-,-,-,7.8,∫œ,353,-1.5,1028.8,-
¿Œ√µº€µµ,2022-11-30 1:51,37.338056,126.586111,289,-,-,-,-,-,-,8.1,∫œ,353,-1.6,1028.7,-
¿Œ√µº€µµ,2022-11-30 1:52,37.338056,126.586111,289,-,-,-,-,-,-,7.7,∫œ,351,-1.6,1028.6,-
¿Œ√µº€µµ,2022-11-30 1:53,37.338056,126.586111,287,-,-,-,-,-,-,7.9,∫œ,352,-1.7,1028.7,-
¿Œ√µº€µµ,2022-11-30 1:54,37.338056,126.586111,283,-,-,-,-,-,-,7.7,∫œ∫œº≠,344,-1.7,1028.7,-
¿Œ√µº€µµ,2022-11-30 1:55,37.338056,126.586111,283,-,-,-,-,-,-,6.9,∫œ∫œº≠,348,-1.5,1028.5,-
¿Œ√µº€µµ,2022-11-30 1:56,37.338056,126.586111,282,-,-,-,-,-,-,7.4,∫œ,354,-1.4,1028.7,-
¿Œ√µº€µµ,2022-11-30 1:57,37.338056,126.586111,281,-,-,-,-,-,-,8.8,∫œ∫œº≠,347,-1.5,1028.8,-
¿Œ√µº€µµ,2022-11-30 1:58,37.338056,126.586111,278,-,-,-,-,-,-,7.5,∫œ,353,-1.6,1028.7,-
¿Œ√µº€µµ,2022-11-30 1:59,37.338056,126.586111,277,-,-,-,-,-,-,7.5,∫œ,353,-1.6,1028.7,-
¿Œ√µº€µµ,2022-11-30 2:00,37.338056,126.586111,277,-,-,-,-,-,-,9.3,∫œ∫œº≠,338,-1.7,1028.5,-
¿Œ√µº€µµ,2022-11-30 2:01,37.338056,126.586111,275,-,-,-,-,-,-,7.9,∫œ,350,-1.7,1028.7,-
¿Œ√µº€µµ,2022-11-30 2:02,37.338056,126.586111,272,-,-,-,-,-,-,8.5,∫œ,356,-1.6,1028.8,-
¿Œ√µº€µµ,2022-11-30 2:03,37.338056,126.586111,272,-,-,-,-,-,-,8.2,∫œ,0,-1.7,1028.7,-
¿Œ√µº€µµ,2022-11-30 2:04,37.338056,126.586111,270,-,-,-,-,-,-,7.7,∫œ,352,-1.7,1028.8,-
¿Œ√µº€µµ,2022-11-30 2:05,37.338056,126.586111,270,-,-,-,-,-,-,8.3,∫œ,357,-1.6,1028.9,-
¿Œ√µº€µµ,2022-11-30 2:06,37.338056,126.586111,268,-,-,-,-,-,-,8.1,∫œ,349,-1.7,1028.9,-
¿Œ√µº€µµ,2022-11-30 2:07,37.338056,126.586111,265,-,-,-,-,-,-,9.2,∫œ∫œº≠,339,-1.9,1028.9,-
¿Œ√µº€µµ,2022-11-30 2:08,37.338056,126.586111,265,-,-,-,-,-,-,7.9,∫œ∫œº≠,343,-1.9,1028.8,-
¿Œ√µº€µµ,2022-11-30 2:09,37.338056,126.586111,262,-,-,-,-,-,-,7.7,∫œ,355,-1.8,1029,-
¿Œ√µº€µµ,2022-11-30 2:10,37.338056,126.586111,261,-,-,-,-,-,-,8.9,∫œ,358,-1.8,1028.8,-
¿Œ√µº€µµ,2022-11-30 2:11,37.338056,126.586111,260,-,-,-,-,-,-,7.5,∫œ,354,-1.9,1028.8,-
¿Œ√µº€µµ,2022-11-30 2:12,37.338056,126.586111,259,-,-,-,-,-,-,8.5,∫œ∫œº≠,342,-1.7,1028.9,-
¿Œ√µº€µµ,2022-11-30 2:13,37.338056,126.586111,258,-,-,-,-,-,-,7,∫œ∫œº≠,340,-1.9,1029,-
¿Œ√µº€µµ,2022-11-30 2:14,37.338056,126.586111,256,-,-,-,-,-,-,9,∫œ∫œº≠,332,-1.9,1029,-
¿Œ√µº€µµ,2022-11-30 2:15,37.338056,126.586111,254,-,-,-,-,-,-,8.4,∫œ∫œº≠,338,-1.9,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:16,37.338056,126.586111,253,-,-,-,-,-,-,7.6,∫œ∫œº≠,337,-1.9,1028.8,-
¿Œ√µº€µµ,2022-11-30 2:17,37.338056,126.586111,251,-,-,-,-,-,-,7.3,∫œ∫œº≠,345,-1.8,1028.9,-
¿Œ√µº€µµ,2022-11-30 2:18,37.338056,126.586111,250,-,-,-,-,-,-,7.3,∫œ∫œº≠,345,-1.8,1029,-
¿Œ√µº€µµ,2022-11-30 2:19,37.338056,126.586111,248,-,-,-,-,-,-,7.1,∫œ∫œº≠,346,-1.8,1028.9,-
¿Œ√µº€µµ,2022-11-30 2:20,37.338056,126.586111,247,-,-,-,-,-,-,7,∫œ,350,-1.7,1029,-
¿Œ√µº€µµ,2022-11-30 2:21,37.338056,126.586111,246,-,-,-,-,-,-,8.9,∫œ,351,-1.7,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:22,37.338056,126.586111,245,-,-,-,-,-,-,8.9,∫œ,351,-1.7,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:23,37.338056,126.586111,243,-,-,-,-,-,-,7.9,∫œ,359,-1.9,1029,-
¿Œ√µº€µµ,2022-11-30 2:24,37.338056,126.586111,242,-,-,-,-,-,-,7.9,∫œ,359,-1.9,1029,-
¿Œ√µº€µµ,2022-11-30 2:25,37.338056,126.586111,241,-,-,-,-,-,-,8.6,∫œ∫œº≠,340,-1.9,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:26,37.338056,126.586111,240,-,-,-,-,-,-,9.1,∫œ∫œº≠,334,-1.9,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:27,37.338056,126.586111,238,-,-,-,-,-,-,8.4,∫œ∫œº≠,338,-2,1029,-
¿Œ√µº€µµ,2022-11-30 2:28,37.338056,126.586111,238,-,-,-,-,-,-,9.5,∫œ∫œº≠,335,-2.1,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:29,37.338056,126.586111,236,-,-,-,-,-,-,9.4,∫œ∫œº≠,338,-2.1,1029.2,-
¿Œ√µº€µµ,2022-11-30 2:30,37.338056,126.586111,235,-,-,-,-,-,-,8.7,∫œ∫œº≠,339,-2.1,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:31,37.338056,126.586111,234,-,-,-,-,-,-,9.7,∫œ∫œº≠,343,-1.9,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:32,37.338056,126.586111,233,-,-,-,-,-,-,9.2,∫œ∫œº≠,347,-2,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:33,37.338056,126.586111,232,-,-,-,-,-,-,8.5,∫œ∫œº≠,344,-2.3,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:34,37.338056,126.586111,230,-,-,-,-,-,-,8.3,∫œ∫œº≠,342,-2.3,1029,-
¿Œ√µº€µµ,2022-11-30 2:35,37.338056,126.586111,229,-,-,-,-,-,-,9.8,∫œ∫œº≠,334,-2.3,1029,-
¿Œ√µº€µµ,2022-11-30 2:36,37.338056,126.586111,228,-,-,-,-,-,-,9.8,∫œ∫œº≠,334,-2.3,1029,-
¿Œ√µº€µµ,2022-11-30 2:37,37.338056,126.586111,227,-,-,-,-,-,-,9.2,∫œ∫œº≠,340,-2.3,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:38,37.338056,126.586111,226,-,-,-,-,-,-,8.1,∫œ∫œº≠,343,-2.2,1028.9,-
¿Œ√µº€µµ,2022-11-30 2:39,37.338056,126.586111,225,-,-,-,-,-,-,9.5,∫œ∫œº≠,334,-2.1,1028.8,-
¿Œ√µº€µµ,2022-11-30 2:40,37.338056,126.586111,224,-,-,-,-,-,-,9.5,∫œ∫œº≠,334,-2.1,1029,-
¿Œ√µº€µµ,2022-11-30 2:41,37.338056,126.586111,222,-,-,-,-,-,-,8,∫œ∫œº≠,345,-2,1029,-
¿Œ√µº€µµ,2022-11-30 2:42,37.338056,126.586111,221,-,-,-,-,-,-,8,∫œ∫œº≠,345,-2,1029,-
¿Œ√µº€µµ,2022-11-30 2:43,37.338056,126.586111,221,-,-,-,-,-,-,8.3,∫œ∫œº≠,347,-2.1,1029,-
¿Œ√µº€µµ,2022-11-30 2:44,37.338056,126.586111,219,-,-,-,-,-,-,8.3,∫œ∫œº≠,347,-2.1,1029,-
¿Œ√µº€µµ,2022-11-30 2:45,37.338056,126.586111,219,-,-,-,-,-,-,7.6,∫œ,352,-2.3,1029.2,-
¿Œ√µº€µµ,2022-11-30 2:46,37.338056,126.586111,217,-,-,-,-,-,-,7,∫œ∫œº≠,344,-2,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:47,37.338056,126.586111,216,-,-,-,-,-,-,8.5,∫œ∫œº≠,342,-1.8,1029.1,-
¿Œ√µº€µµ,2022-11-30 2:48,37.338056,126.586111,215,-,-,-,-,-,-,8.5,∫œ∫œº≠,345,-2.1,1029.2,-
¿Œ√µº€µµ,2022-11-30 2:49,37.338056,126.586111,214,-,-,-,-,-,-,7.5,∫œ,350,-2.3,1029,-
¿Œ√µº€µµ,2022-11-30 2:50,37.338056,126.586111,213,-,-,-,-,-,-,7.7,∫œ∫œº≠,346,-2.3,1029.2,-
¿Œ√µº€µµ,2022-11-30 2:51,37.338056,126.586111,212,-,-,-,-,-,-,8.3,∫œ,352,-2.1,1029.2,-
¿Œ√µº€µµ,2022-11-30 2:52,37.338056,126.586111,213,-,-,-,-,-,-,7.8,∫œ,354,-2.1,1029.4,-
¿Œ√µº€µµ,2022-11-30 2:53,37.338056,126.586111,210,-,-,-,-,-,-,8.3,∫œ,350,-2.3,1029,-
¿Œ√µº€µµ,2022-11-30 2:54,37.338056,126.586111,210,-,-,-,-,-,-,7.8,∫œ,355,-2.3,1029.2,-
¿Œ√µº€µµ,2022-11-30 2:55,37.338056,126.586111,209,-,-,-,-,-,-,7.8,∫œ,355,-2.3,1029.2,-
¿Œ√µº€µµ,2022-11-30 2:56,37.338056,126.586111,209,-,-,-,-,-,-,7.9,∫œ∫œº≠,342,-2.3,1029.3,-
¿Œ√µº€µµ,2022-11-30 2:57,37.338056,126.586111,207,-,-,-,-,-,-,7.9,∫œ∫œº≠,342,-2.3,1029.3,-
¿Œ√µº€µµ,2022-11-30 2:58,37.338056,126.586111,206,-,-,-,-,-,-,7,∫œ,352,-2.3,1029.3,-
¿Œ√µº€µµ,2022-11-30 2:59,37.338056,126.586111,206,-,-,-,-,-,-,8.8,∫œ∫œº≠,345,-2.1,1029.5,-
¿Œ√µº€µµ,2022-11-30 3:00,37.338056,126.586111,205,-,-,-,-,-,-,8,∫œ,355,-2.2,1029.4,-
¿Œ√µº€µµ,2022-11-30 3:01,37.338056,126.586111,204,-,-,-,-,-,-,8,∫œ,355,-2.2,1029.4,-
¿Œ√µº€µµ,2022-11-30 3:02,37.338056,126.586111,204,-,-,-,-,-,-,8.8,∫œ∫œº≠,337,-2.4,1029.3,-
